,Unnamed: 0,»ç¿ëÀÚ¸í,´ñ±Û,ÇÑ±¹ÀÎ
1788,1788,Ma Nal,"I miss you all, come back Juuseyoooo :(",0
1789,1789,jay,who is here after d'splays drum cover? ?,0
1790,1790,It's MDrian!,"2015: G-Dragon is crazy 
2020: *M A S T E R P I E C E*",0
1791,1791,Bunda Melda,24feb...im stil here with The legend BIGBANG..cause im miss them so much,0
1792,1792,Chibi Mori,BIGBANG FOREVER,0
1793,1793,Reyna Natt,Bigbang is art i love youuu,0
1794,1794,Im2Sweg4u,Anyone else on a BigBang marathon after t.o.p left?,0
1795,1795,ANG3L SWAN,Ellos son ARTE,0
1796,1796,Gitmelia F,This is the funniest BIGBANG MV I've watched so far,0
1797,1797,Your Love,2:13 OH! D'SPLAY IS HERE!,0
1798,1798,Lana Kamel,"I am obsessed with Taeyang's ""Hey taxi taxi""",0
1799,1799,Drafina Puspita,"it's like MTV-ish song, and i do enjoy listening to this bop!",0
1800,1800,Jo Comediero,"Legends, we're waiting for you",0
1801,1801,Jo Comediero,"Legends, we're waiting for you",0
1802,1802,Anna,"I will forever love this song. It is so nostalgic for me. This was a time when my sisters would blast kpop and I would like it, but not admit it. I said it sounded bad, but inside, I was vibing to kpop. Red velvet, Girls gen, Bigbang, BTS were some of the groups i said I disliked. Can you believe it..... i now look back and relaise how.much I loved these songs. I secretly wished they would play a certain song. 2017 was when I relalised I was dragged into kpop. Took me a good 4-5 years to realise.

Anyways, this song is just VERY nostalgic to me. This is the most vivid song I remember from the ""I don't like these songs"" era.",0
1803,1803,Jackson Wang¡¯s Fan,"Happy birthday GDragon , our KING",0
1804,1804,kiko,king of kpop forever??,0
1805,1805,brandNew 82,Second favorite song..marathon bigbang ??,0
1806,1806,siiada Bangtan,T. O. P it's so funny BigBang king of Kpop seriously AH LALLALALALALALALA,0
1807,1807,ª·ªÐª¿?TV,ª³ªÎãÁªÎ«¸«è«óª«ªïª¤ª¹ª®,0
1808,1808,proud of my boys,my favorite song EVER ????,0
1809,1809,kring kring,ITS Young-bae's BIRTHDAY TODAY,0
1810,1810,Kristina Joo,miss u Bigbang??????,0
1811,1811,Elaine Infante,Currently streaming bb songs arghh miss them,0
1812,1812,heechul offfa,hellooooo XD. SOBER is now the 54th most viewed KPOP MV on YouTube~,0
1813,1813,Pinky Don,"2021 
King ????
Waiting for your comeback ???",0
1814,1814,alciabi ades,They are so wonderful. Come back please.,0
1815,1815,Kaufier,I still feel bad for people who dont know or dont listen to bigbang. That's tough,0
1816,1816,SIEMPRE FACHERA NUNCA INFACHERA,I miss them ??????????,0
1817,1817,Asmah Pangandaman,I miss this kpop boys??,0
1818,1818,Samantha Wonder,BIGBANG has always made my days better and always will. Im gonna listen to this all my life. LUV U BIGBANG. KEEP MAKING MUSIC!,0
1819,1819,Laicy Bing,Anyone else disappointed because they were supposed to be on coachella(?) but this pandemic ruined that chance to see our kings again? Yeah.. Maybe just me.,0
1820,1820,BADIONG Jena Jil L.,"@D'splay nim, see our Kang Daesung sunbaenim here? is he the reason why you're inspired with drumming?",0
1821,1821,Mich GG,I love this band so much!,0
1822,1822,Random Bubble,I have so much nostalgia when i listen to this D: Even thouhg I listened to it 2 years after it came out,0
1823,1823,RAM7CM ZS,BigBang songs are more genius than you can imagine if you go deep in it,0
1824,1824,Marcorner,OT??5,0
1825,1825,FXXK it,daesung,1
1826,1826,M. PEDRA,"PLEASE COMEBACK!!! 
WE NEED YOU BIGBANG¢¾",0
1827,1827,"6- Guibao,Giomarc E.","Its Been 2 Years Since We're Waiting For You Guys,BIGBANG Is KINGS No Matter What.
V.I.P Are You Still There? Maki This Blue If You Do.",0
1828,1828,sh xxjp,okay I've been listening to this for how many times already and I can't help it. STILL THE BEST OF THE BEST,0
1829,1829,Katherin,This song is my safe place,0
1830,1830,Joy Marcaida,Happy Birthday Kang Daesung ??,0
1831,1831,Ayeesha Nievera,I bet GD had fun jumping on the beds. Any VIP's here?,0
1832,1832,maggiesmile,i so love this song T_T,0
1833,1833,alexikiara,"i cant believe it took me 4 years to realize this about drugs
i dont know about the lyrics but at least the mv is screaming that at me",0
1834,1834,Just A Shawol,"I just listened to a few bigbang songs and after this one, I literally remembered that I was a fan of bigbang, shinee, Hyuna after I discovered gangnam style, but then forgot how to find it and then got back into kpop in 2016. I was a fangirl since I was 4 years old... So that's cool...",0
1835,1835,Ro,"*SH*T, I MISS THEM A LOT* ????",0
1836,1836,Sidney Phillips,<3 we miss u bigbang,0
1837,1837,Minh Nguy?n,"BIGBANG doesn't have the best song ,because all their song are excellent",0
1838,1838,butterfly,I'm still here waiting for your comeback :))),0
1839,1839,mai,Why does this song make me feel so happy and sad?,0
1840,1840,Sushi Jiyong,134M <3,0
1841,1841,ris py,One of the best . I miss bigbang.,0
1842,1842,iCrazygal,"Guys, we reached 3M in 24 hours, I am really proud of being a VIP <33",0
1843,1843,nesracProductions,Wow this song is a bop how am I just hearing this,0
1844,1844,Hadeel Alatawi,I can¡¯t stop loving this song ????,0
1845,1845,Romain B.,Daesung trully carry this song to me,0
1846,1846,Kln. Kl Koo,Me: I'm not here to stream this song. I'm here to enjoy music.,0
1847,1847,Imperatriz _Army,BIGBANG ¢½ forever,0
1848,1848,ot5 _,*forever with BIGBANG OT5*,0
1849,1849,Dani_CD _,T? de cara que conhecia essa m?sica e era do BIGBANG!,0
1850,1850,clarish enriquez,"This is my favorite so lively and catchy. I mean all of their songs are catchy and lively but this one, I feel melancholic every time i hear this one . I miss them huhu T_T",0
1851,1851,Nadia,Can you imagine entering a universe with multiple Jiyongs just like 1:12 ? Seems like paradise to me :D,0
1852,1852,SIEMPRE FACHERA NUNCA INFACHERA,#ot5,0
1853,1853,mydayxxs,I would like to return 6 years ago T-T,0
1854,1854,¨©uvimu?,"05/05/2021 
Saat: 10.08 pm
Bug?n H©¥d©¥rellez ve dilek ka?©¥d©¥m elimde i?inde bir?ok dilek var ve Bigbang comeback dile?i bile yazd©¥m art©¥dan ot5 yaz©¥s©¥ da ekledim :D
Biraz sonra d©¥?ar©¥ ?©¥k©¥p topra?a g?mece?im V.I.P comeback i?in her yolu deniyor.
Hadi hay©¥rl©¥s©¥ jdwjxjwizk",0
1855,1855,- KittyKuina ;;,miss the kings,0
1856,1856,Alliah Beatriz Bautista,who miss bigbang? ???¡Ï????¡Ï????????¡Î????¡Î????¡Î???????????,0
1857,1857,SALV & FAMILY,*Oh man.. I really want to sing/cover this!*,0
1858,1858,alba,"Sober > 100M ?
Haru Haru > 100M ?
Good boy> 200M ?
Ringa Linga> 100M

Come on VIP's ??¢¾",0
1859,1859,kiko,VIP's are waiting for your comeback in 2021,0
1860,1860,GD Raning,I miss sober days ?,0
1861,1861,amigurumi_lover PH,Daesung ???,1
1862,1862,Cristina N,5 a?os de aquella ?poca en la que ten?amos 2 canciones por mes!! que tiempos aquellos!!! VUELVAN YA XFAVOR,0
1863,1863,Dope3536,ªµª¤ªÃª³ª¦£¡£¡£¡£¡Üúª¬?ªÇªâàüªêß¾ª¬ªëª·¢Ü¢Ü¢Ü¢ÜãæßæBIGBANGÑ¢ÓâÓÞªÇª¹(*¢¥¡ä£à*)¢Ü,0
1864,1864,Lucas Gomes,amooooo essa musica l loveee bigbang,0
1865,1865,Lera Solnce,Their songs are  never old,0
1866,1866,PatasNegras DeRos?,Recuerdo cuando lo ponian en la tele de mi pa?s y yo me pon?a a cantar a todo pulm?n sin siquiera saber que era kpop,0
1867,1867,SITI ZAHARAH EDDIE,i miss em so bad ??,0
1868,1868,¨©uvimu?,Daesung said I hope we meet soon as a new year message to V.I.Ps,0
1869,1869,Woraya T,I miss you so much.,0
1870,1870,Abby,"Crush in 2012-""GDRAGON ""
CRUSH IN 2020-""GDRAGON""
IN WORLD FULL OF ARMY I'M STILL A PROUD VIP!!",0
1871,1871,Ximena Avila,ya no recordaba que esta era una de mis canciones favoritas *.*,0
1872,1872,Brenda_ Auqui,"OTP5 por siempre 
OTP5 forever ?? ¡´(?¢§?¢§?)-¡æ",0
1873,1873,Kiyo Nura yg ke 1,Miss you :(,0
1874,1874,Critical Plays,still here..still waiting for ur comeback,0
1875,1875,Drinkyourfucking BLEACH,I'm surprised. This is so underrated according to the M/V. What are y'all doing? This deserves so much more love!,0
1876,1876,MhyDae,I miss you kings,0
1877,1877,5k challenge with 0 vid homies.,Bigbang vip 2021,0
1878,1878,Jungkook chewing gum & dancing,CAN I JUST SAY:  I love our fandom and (of course) the boys so much. The way VIPs have stuck together and come through this entire year makes me really emotional. I love you all. ,0
1879,1879,luxequeen,"VIPs seem like a pretty nice and chill fandom. Except for a few toxic people. But y'all seem chill. And, I am now apart of the fandom too.",0
1880,1880,Nhungu,This song is so lovely <3 <3 <3,0
1881,1881,Mark Benedicto,the fact that the Bridge of Sober is an intro of GDragon's crooked performance way back gayo daejun 2014 !!!!!,0
1882,1882,plutonian,"Okay . I am inlove with this group of kings  . Okay , I understand . I love you G-Dragon . Okay .?",0
1883,1883,Alyssa Aira Barcoma,TOP part is so funny hahaha ¢¾?,0
1884,1884,Karen Gonz?lez,i miss you kings,0
1885,1885,Fatimah Habib,Missing them T_T??????????????,0
1886,1886,nicole zapeda,I keep coming back to bigbangT_T,0
1887,1887,Uyen Vu,I noticed Daesung's voice fits VERY well with this song! I could listen to it in this song all day!,0
1888,1888,Sydann Mamiii,"You guys should go watch drum cover of D¡¯splay!
He play so great that makes VIPs still alive!",0
1889,1889,Trang Huyen,comebackk,0
1890,1890,Mubashirah Zaidi,the fact that BIGBANG is the only group that can do such diverse concepts and still make  them all masterpieces and bangers...literally kings.,0
1891,1891,Vivian Creame,biggest bomb it¡¯s been here for like decades well I mean 5 years but it will be here forever ???????,0
1892,1892,Alma De guzman,i'm crazy with them...2021 but i am always listening bigbang's song...new member since jan.2017...,0
1893,1893,Fitri Rahim,miss them,0
1894,1894,paata qardava,"were kings, will always be kings",0
1895,1895,Kim Taehyung,"If You Think *BigBang* Is *Legend* Then......







Yes *Bae* You're Correct Then!They're Truly Legends!",0
1896,1896,sarangmathe matic,miss them????,0
1897,1897,Theertha P k,Yup...I'm watching five grown up men playing around... And I enjoy it... I enjoying everythn abt this mv????,0
1898,1898,Eunbi,I always find myself coming back to the masterpiece MADE album,0
1899,1899,Jorence Agas,MADE is still one of the greatest kpop album produced up to this date,0
1900,1900,Scrimbo,1:52 okay eleven ??,0
1901,1901,Shella al Humayroh,Miss them??,0
1902,1902,Oetjhi Candra,2021 and still VIP. Oppa fighting!!! #OT5,0
1903,1903,Muhammad Ashraf,"That a lot of memories about all of their song "")",0
1904,1904,Indy Carina,International fans really miss bigbang??,0
1905,1905,Faujia Humah,Miss them so much,0
1906,1906,Endlessly,"?????? Always be there for you, love you KINGS",0
1907,1907,xiaolimeimei.,bigbang??????,0
1908,1908,Twit Twit,"Okay, when is our comeback?",0
1909,1909,Daneyls Studio,Man I miss them. Honestly the best thing to ever come out of YG,0
1910,1910,Ish Seto,"I truly believe that they can comeback as OT5. They had proven to be THAT group who can/will break stereotypes. They are the blueprint themselves. They love & adore each other, they believe in one another & we VIPs believe in them too. I can't be the only one who thinks that they will have a BIG comeback with an even bigger BANG with it more than ever, right? C'mon, it's THEM. It's not just about business for them, music is their art. Art itself is life. Plus BIGBANG is our everything. ?? It's about time they let us witness another magic coming from them. It's been so long, OT5.",0
1911,1911,ina nasthasa,2021 still with bigbang ????,0
1912,1912,Amalia Fitri Permatasari,Still my fav ??,0
1913,1913,òçÒ·,like to petition for g dragon to have orange hair again,0
1914,1914,aimad,"I miss them "")",0
1915,1915,Alejandra YAY,"2021 escuchandola como el primer dia , V.i.p Forever",0
1916,1916,DARK ANGEL ??? 2,Ayy az ?nce teaser izlemisim diyorum bigbang mvleri 100 mn altinda olmaz bu nasil 5 mn bile degil diye korkmustum megersem teaser mis ohhhh beeee,0
1917,1917,CHEESE KIMBAP,fellow stanss~ SOBER is now the 53rd most viewed KPOP MV on YouTube ??,0
1918,1918,Campo Campote,Nunca me canso de escucharlos vib siempre.,0
1919,1919,Sally Gary,This song is everything!!!,0
1920,1920,fairy,Love this song so much??,0
1921,1921,Brian Citrano,I LISTEN TO BIGBANG EVERY DAY!,0
1922,1922,prerona buragohain,Hello Kings...??????????,0
1923,1923,QuestOr 219,"BigBang has the power to make me think ""That's my favourite song"" at each song of them that I listen to",0
1924,1924,Hind.,"134,273,855",0
1925,1925,Panja,I am also here from that Youtube guy with the drum covers ??,0
1926,1926,Just Another Aroha!,"For new stans:
G-Dragon: The GOD
Seungri: The GOD (Just supporting his music, not as a person T_T)
Taeyang: The GOD
Daesung: The GOD
T.O.P: The GOD",0
1927,1927,Alifah Chasanah,Omg!!! I can't stop for watch this mv,0
1928,1928,Pajolcia,3:05 this was so cute¢¾,0
1929,1929,Reza Dwi Riyanti,They're so funny ??,0
1930,1930,BL Universe,"#WeStayedSeungri
#JusticeForSeungri
#ApologiseToSeungri",0
1931,1931,GELA B,This is the only boygroup i don¡¯t want to disband,0
1932,1932,Anida Naifa,I miss them,0
1933,1933,Apirl Aung,so cute my baby GD,0
1934,1934,Victor Tamonan,"Right now I wonder, what's my life without bigbang",0
1935,1935,Adrielly Anicia,Bigbanggggg Muito bom ??????????????????????,0
1936,1936,Utopian World,"I miss big bang...when will you comeback? :""",0
1937,1937,Dan Thanh Le,Love this song ... Love BigBang !,0
1938,1938,Wiljoy Marie,Tsk. No matter what scandal happens we can't erase the fact that they're legends.,0
1939,1939,Celine Alzoubi,this makes me sad :( i miss them :(,0
1940,1940,uma kiri,ªáªÁªãª¯ªÁªã?ª¤«Ý«±«â«ó«È«ì?«Ê?ªßª¿ª¤,0
1941,1941,Anime Lover ss,Eu nunca pensei que o Pentatonix iria cantar essa m?sica! Adoro tanto a m?sica quanto eles! Kkkk,0
1942,1942,øÁûúñ«ëùªÎ«Ï«¨«È«ê«½?,"á¦Í£ªÇ1ªÄªÎ?ªÇª·ª«ÞÅªïªìªÆª¤ªÊª¤ìíÜâåÞªòªäªÃªÆª¯ªìªëªÊªóªÆ¡¢¡¢¡¢
çÈåÞè×íåªíª¦ª«ªÊ¡£",0
1943,1943,îå÷ø×Ó,"native EnglishªÇªÏªÊª¯Japanese EnglishªÊªÈª³ªíª¬«Ý«¤«ó«È
ìíÜâìÑª¬Ê°ª¦çÈåÞªÎî¢úÞáãª¬ª¹ª´ª¤¡¦",0
1944,1944,«Ó«¯«È«ê?«ºch,îïê¬ß¾â¢ª¤ª±ªÉÒ³ªÎìÑªÎ?ëåªäªÐª¹ª®ªó£¿,0
1945,1945,«·«ç?«È«±?«­«±?«­,"ª³ªÎÛ°Ó¹ªÎìíÜâåÞò¦ÓôªÏ«¯«ê«¹«Ï?«ÈªµªóªÀªÃª¿ª½ª¦ªÇª¹£¡
ªµª¹ª¬ªÇª¹«¯«ê«¹à»ßæ¡£¡£¡£",0
1946,1946,Bom Bom,The bass guy really sound like a real bass ?? ?? i like it,0
1947,1947,«½«ê«Ã«É?«¹«Í?«¯,"CDªÀªÈ¡¸ª½ª¸ªãÍÈª·ª¤ªèªÊ¡¹ªÃªÆ?ëåªÀªÃª¿ªÎªËªÁªãªóªÈ¡¸ª½ªêªã¡¹ªÃªÆÊ°ª¨ªÆªëªÎª¹ª´ª¹ª®ªëªè
çÈåÞ?ªÀªÈªêªãªêªåªêªçªÎ?ëåªÃªÆª¹ªÃª´ª¯Ññª·ª¤ªÎªË",0
1948,1948,Alex Hernandez,"I used to have a friend that was both a choir and an anime nerd. Man, he would've loved this.",0
1949,1949,Durandal Valkyri,"çÈåÞªÎ?ëåªâ«««¿«³«ÈªÎçÈåÞ£¿ªÃªÆª¤ª¦ªÎ£¿
ìíÜâìÑª¬?ëåª¹ªëçÈåÞªßª¿ª¤ªË?ëåª·ªÆªÆª¹ª´ª¤ªÈÞÖªÃª¿¡£
ìíÜâåÞªâãýª¬ª³ªâªÃªÆªÆ¡¢ªÁªãªóªÈÊ°Þòªò×âú°ª·ªÆÊ°ªÃªÆªëªóªÀªÊªÃªÆÊïª¸ª¿",0
1950,1950,G©¡ ya,Ganito sana kami ng mga ka glee ko kaya lang hindi sila fan ng jpop :'),0
1951,1951,Julia Marcela Zabala Gomez,"Este video deberia , ser el video oficial de esta cancion, porque aqui todo es perfecto, y ademas tiene mas 10 millones de views",0
1952,1952,callme booboo,"That was SOO good wth!!!!!!! 
Also Kristen in the end got me like ????????",0
1953,1953,Õ¢ï¯í¹Óªçéú×Ýõ÷ñ,«««¿«««ÊçÈåÞªò«««¿«««ÊªÎ?ëåªÇÊ°ªÃªÆªë¡£rª¸ªãªÊª¯ªÆLªÇ¡£¡£ª¹ª´ª¤,0
1954,1954,Sota Nakai,"ù¼ª¬ª¹ª´ª¤ª«ªÃªÆ¡£
¡º«¢«¤«à«½?«ê?¡»¡º«°«Ã«Ð«¤¡»ªÊªÉªÎ«««¿«««Êûúð²çÈåÞª¬èÇîïªËìíÜâìÑªÎ?ëåªÎª½ªì¡£
ª³ªÎÍØªÎª¿ªáªËìíÜâåÞªÎ?ëåª¹ª´ª¯Øõ?ª·ª¿ªÈò±ªÃªÆªµªéªËû¿ª­ªËªÊªÃª¿¡£",0
1955,1955,ãÃï£?í­,Ê°ª¬ª¦ªÞª¤£½ì¼ª¬ªèª¤£½èâ?åÞªÎ?ëåã§Ôðª¬ß¾â¢¡¢ªÈª¤ª¦ª³ªÈªò?Ù¥ª·ªÆªëìÑª¿ªÁ¡£,0
1956,1956,o-t t-o,"ù¼Íºª«ÜâÊ«ªèªêªâ
ª³ªÃªÁªòÌ¸ªÆª·ªÞª¦í»ÝÂª¬ª¤ªë",0
1957,1957,TTð¾ð¾,?ª¢ªë«Ñ«º«É«éªÎCMªÎñéªÇª³ªÎìÑª¿ªÁªÎªäªÄªÀª±ÔéªË?ªÃªÆªë,0
1958,1958,ªáªóªÈª¹ª«ªóªÈª¹,ª½ªêªãá¦Í£ìéª¦ªÞª¤«¢«««Ú«é«°«ë?«×ª¬Ê°ªÃª¿ªéª³ª¦ªÊªëªïªÊ¡£«¢«ô«£ª¬?ª±ª¿ãÁªÏªÉª¦ªÊªëª«ªÈÞÖªÃª¿ª±ªÉ«Þ«Ã«Èªâô¸î¦¡£ªÞª¢îïê¬ô¸î¦¡£ªÁªÊªßªËìíÜâåÞÍØªÀª±ª¸ªãªÊª¯ªÆá¦Í£ÊÀ?ªÎåëåÞªÇª¤ªíªóªÊÍØÊ°ªÃªÆªÆª½ªÎ?ªÎìÑÊàªËêÞûúÊïªòÊïª¸ªµª»ªÊª¤¡£÷åªË««?«¹«Æ«£«ó£¨Ò³ªÎìÑ£©,0
1959,1959,ªµªªªê,ìíÜâåÞß¾â¢ª¤ª·¡¢Ê°ªâª¦ªÞª¤¡£ô¢??,0
1960,1960,«á«¿«ë«¹«é«¤«à,"âÁª«ª¬«³«á«ó«Èª·ªÆª¤ª¿ª±ªÉ¡¢
ªÁªãªóªÈ?«°«Ã«Ð«¤?ªÈª«?«¢«¤«à«½?«ê??ª¬¡¢çÈåÞª¸ªãªÊª¯ªÆìíÜâåÞªÎ?ëåªËªÊªÃªÆªëªÎ«¹«´ª¹ª®ªë¡¦£¡
««?«¹«Æ«£«óªÍª§ªµªóõÌÍÔªÇª¹",0
1961,1961,dark haven,They're not slang! I love this group aand they sang one of my favorite songs and they're not slang! Happiness.,0
1962,1962,Henry,ìíÜâåÞª¬ª¦ªÞª¤ªÈª«ª¸ªãªÊª¤ªóªÀªíª¦ªÊª¡¡¢ì¼ª¬ª¤ª¤ª«ªéª³ª½¡¢ìíÜâåÞªòëåªÈª·ªÆóµª¨ªÆªëªóª¸ªãªÊª¤ª«ªÊ¡¢ªÀª«ªéª³ª½ª³ªóªÊªË?ëåª¬Ñ»ÕòªÈª¤ª¦ª«¡¢ì¼«³«ÔªÇü¥ª·ª¿ª³ªÈªÊª¤åëç¨ªÇªâßÌßÀªÇ?ëåª·ªÆª¤ªëªÈª¤ª¦ª«¡¢îïªÆªòÏ¢ªÇøúúÞª¹ªëìÑª¿ªÁªÀª«ªéª³ª½ªÎÑ»ÕòªÊ?ëåªÊªÎª«ªÊªÃªÆ¡£«Ñ«Ò«å?«àªÎÊ°ªâª¦ªÞª«ªÃª¿ªâªóªÊª¡¡£,0
1963,1963,Vivi Vivanonno,"ßæÊ°ªÇª³ªÎäÌïÒÊïªÏ«¨«°ª¤ª¬ª½ª³ª¬«Ú«ó«¿ªÎõÌÍÔªÊªÈª³ªí
ªÇªâìíÜâåÞªÇÊ°ª¦ªÎªÏÓÞ?ªÀªÃª¿ªíª¦ªÊ.......ªâª¦Üâ?ªËª¢ªêª¬ªÈª¦",0
1964,1964,LiTtoSpArKl3s,Had no idea Pentatonix performed on a Japanese music show and covered such a popular song! Very cool.,0
1965,1965,ª¦ª¨ªªª¢ª¤,«««Ã«³ªèª¹ª®¡£?è©ªËí´Úªó¬ª·ìýªìª·ª¿ª¤¡£,0
1966,1966,Ò»?ÎÊ,"ª³ªì?ÐïªÈª«ëåê¹ªÈª«ìéï·ªÄª«ªÃªÆªÊª¤ªèªÍ£¿
ª¹ª´ª¤ªÊª¡",0
1967,1967,mikhail21,"Oh damn, this is a very good rendition of the song",0
1968,1968,Yuri D,«««º«ì?«¶?ª¬ûèª¸ªÃªÆªâêÞûúÊïªÊªµª½ª¦¡£,0
1969,1969,ª¯ªíªà,?Ú·ìÑª¬¡¢ªÁªãªóªÈª·ª¿ìíÜâåÞªÇªÁªãªóªÈø¦ªÃªÆªëªÎ¡£ôøªáªÆÌ¸ª¿?ª¬ª¹ªë¡£ªÊªóª«ª¦ªìª·ª¤ªÍ¡£,0
1970,1970,Claudi,This is so calming,0
1971,1971,Jay kakoi,«««º«ì?«¶?ìýªÃªÆªâêÞûúÊïªÊª¤,0
1972,1972,Hiromi N,ôøªáªÆª³ªÎÔÑ?ªò?ª¿ãÁªË«ß«Ã«Áà»ßæªòÒ³àõªÀªÈÞÖªÃªÆª·ªÞªÃª¿(áÅ) ¡¸Pretender¡¹ªÎPVªò?ªÆª¤ª¿ªÎª¬ª­ªÃª«ª±ªÇPentatonixªÎÓÞ«Õ«¡«óªËªÊªêªÞª·ª¿¡£YouTubeªÏáÈôçªéª·ª¤¡£ª¢ªêª¬ªÈª¦ª´ª¶ª¤ªÞª¹m(_ _)m,0
1973,1973,áæô¸,?Ñû¡¢ª·ªÐªéª¯Ì¸ªÊª¤ª¦ªÁªË?ªïªÃª¿ªÊ,0
1974,1974,ª¢ªêªèª·,Ê°ª¦ªÞª¤ìÑªÏªäªÃªÑªêì¼ª¬ª¤ª¤ªóªÀªÊ?ªÃªÆ?Êïª¹ªëªï¡£í»ÝÂªÎÏ¢ª«ªéõóªÆª¯ªëèâ?åÞª¬êªªÎªâªÎªÈªÉª¦êÞª¦ª«Ú¤ª­ÝÂª±ªëªÎª¬ª¦ªÞª¤ª«ªéª³ªóªÊªËìíÜâåÞª­ªìª¤ªÊªóªÀªíª¦ªÊª¡¡£,0
1975,1975,John Doe,«Ù?«¹ªÎìÑªÛªóªÈª¹ª²ª§ªÊ¡£ìÑÊàª«ªéõóªëëåªÈªÏÞÖª¨ªóªï,0
1976,1976,Loren,?ìíÚ¤ª­ª¿ª¯ªÊªë¡£ª¹ª´ª¤¡£,0
1977,1977,jtkomet,"Wow, they are amazingly talented! I'm a native speaker of Japanese and their Japanese is PERFECT!! I would love them to sing more songs in Japanese!!",0
1978,1978,contarou,çÈåÞ?ªÎìÑª¬¡ºI'm sorry¡»ªò¡º«¢«¤«à«½?«ê?¡»¡¢¡ºromance¡»ªò¡º«í«Þ«ó«¹¡»¡¢¡ºGood bye¡»ªò¡º«°«Ã«Ð«¤¡»ªÃªÆ?ëåª¹ªëª³ªÈªÏª¹ª´ª¯Ññª·ª¤ª³ªÈªÀªÈÞÖª¦¡£¡¡ª³ªÎìÑª¿ªÁªÎìíÜâåÞªÎ?ëåÕô¡¢ô¢ª¤£¡,0
1979,1979,S JC,ªßªóªÊÝÂª«ªÃªÆªëªÈÞÖª¦ª±ªÉª³ªÎìÑª¿ªÁªáªÃªÁªãª¹ª´ª¤ìÑª¿ªÁªÀªè¡£,0
1980,1980,M,õÌÐÎ?ª¿ìÑªÇ«ê«È«°«êªÈPentatonixªÎ«³«é«ÜMVªßªÆª³ª³ªË?ª¿ìÑ?£¿???¡Ï???,0
1981,1981,Ò³ãêªÈåÕªÎÎÃ,"ªÊªËª¬ô¢ª¤ªÃªÆÜÅÓ«í»ÝÂª¿ªÁª¬ÞÅªÃªÆªëçÈåÞª¸ªãªÊª¯ªÆìíÜâìÑª¬Ê°ªÃªÆªëÊ°ÞòªÎñéªËªÁªçªÃªÈûèª¸ªÃªÆªëçÈåÞªÃªÆÊïª¸ªÎçÈåÞªòìíÜâìÑª¬Ê°ªÃªÆªëªèª¦ªËÊ°ª¨ªÆªëªÎª¬ô¢ª¤

(?ªïªì)",0
1982,1982,Ko*,çéìÑªÇÊ°ªÃªÆªëªÎªËâÁìéìÑÞ÷Øªª·ªÆªÊª¤ªÎª¹ª´ª¤¡¢¡¢¡¢,0
1983,1983,«·«ó«¿«Ê«ó,"ªÈªóªÇªâªÊª¯ì¼ª¬ª¤ª¤ªóªÀªÊ
ìíÜâåÞªòú¾ª³ª¦ªÎ?ëåªËÕªªÈª·?ªàªóª¸ªãªÊª¯ªÆ?ëåªÞªÇª­ªÃªÁªêì¼«³«Ôª·ªÆªë",0
1984,1984,xander no,«Ù?«¹ëåª¦ªÞª¹ª®ªó£¿,0
1985,1985,MeotoªáªªªÈ,ì¶?ªÎåëåÞªÇª³ª³ªÞªÇÊ°ª¨ªëªÃªÆô¢ª¤,0
1986,1986,tabibito tabibito,Ê°ªÈªÏª¤ª¨ìíÜâåÞª¬ß¾â¢ª¹ª®ªë¡£ª½ª·ªÆÊ°ªâ¡¢ªâªÁªíªóåëª¦ªÞªÇªâªÊª¤ªÇª¹ªÍ¡£,0
1987,1987,Emiel Terzieff-Godefroy,i wish this is on spotify ;--;,0
1988,1988,yasu _,«°«Ã«Ð«¤ªÈª«ªòçÈåÞªÎ«Í«¤«Æ«£«ÖªÊÊïª¸ª¸ªãªÊª¯ªÆìíÜâìÑª¬ª¤ª¦çÈåÞªËÞÄª»ªÆªëªÎª¬Üâ?ªËª¹ª´ª¤ªÊ,0
1989,1989,HD AD,ìíÜâåÞªÎ?ëåÑ»ÕòªÀª·¡¢çÈåÞªÎÝ»ÝÂªÎ?ëåªâ«¸«ã«Ñ«Ë?«º«¤«ó«°«ê«Ã«·«åªÊªÎª¹ª´ª¤,0
1990,1990,JUN INO,ìíÜâåÞªÇÊ°ªÃªÆª¯ªìª¿ª³ªÈªËªÈªÆªâÊïÔÑªÇª¹£¡,0
1991,1991,Bryan Berdin,So we all discovered this cover TODAY?!?!,0
1992,1992,yukky,Ð¡ª¯ª½ß¾â¢ª¯ªÆ?ßæª¨ªëªïw,0
1993,1993,ª­ªêª­ªêªÞª¤,èâ?ªÎÛ°ª¬Ê°ªÃªÆªëªÎªËÊ°ÞòªÎñéªÎûúð²çÈåÞªÎ?ëåª¬ª¬ªÁªãªóªÈûúð²çÈåÞ¡¦¡¦ª¹ªóª´ª¤?ª­?ªóªÇª¯ªìª¿ªóªÀªíª¦ªÊ¡¦¡¦,0
1994,1994,«ô«£«¯«È«ëQªÁªãªó,?Ú·ªÎ«¢?«Æ«£«¹«ÈªÎ«¯«ª«ê«Æ«£?ªÃªÆù¼ªÇª³ªóªÊªËô¢ª¹ª®ªëªó£¿ÛÎª¬ÍÔª¤ªÎªËù¼ÍºÍÔëåªò?ªËõóª¹ªóªÀ£¿,0
1995,1995,Poin,The pronoucation is so quite impressive and i really thought theyre gonna butchered the pronouncation like the others but i think im wrong.,0
